input,output,output_predicted,similarity_score
Oats are best breakfast decision for oat sweethearts.,Oats are the best breakfast decision for oat sweethearts.,Oats are the best breakfast choice for oat sweethearts.,0.8947368421052632
The foul by Caitlin Doeglas (Perth Glory),Foul by Caitlin Doeglas (Perth Glory).,The foul by Caitlin Doeglas (Perth Glory),0.8536585365853658
"The Earned Income Tax Credit applies to tax filers who have three or more qualifying children if they have an adjus gross income that is less than $47,955 if single or $53,505 in case of married filing jointly.","The Earned Income Tax Credit applies to tax filers who have three or more qualifying children if they have an adjusted gross income that is less than $47,955 if single or $53,505 if married filing jointly.","The Earned Income Tax Credit applies to tax filers who have three or more qualifying children if they have an adjus gross income that is less than $47,955 if single or $53,505 in case of married filing jointly.",0.9476190476190476
"The script outputs to a single file, which was the metadata mapping file obtained from the outdoor location (in QIIME-compatible).","The script outputs a single file, which is the metadata mapping file obtained from the remote location (in QIIME-compatible format).","The script outputs to a single file, which was the metadata mapping file obtained from the outdoor location (in QIIME-compatible).",0.8636363636363636
"In 181hp Warrior form with six speed manual gearbox, thereâs slightly harsh edge to road imperfections, and precisely, but ponderous gear shift surrounding core of a comfortable ride, responsive handling and decent refinement or a pickup.","In 181hp Warrior form with the six-speed manual gearbox, thereâs a slightly harsh edge to road imperfections, and a precise, but ponderous gearshift surrounding a core of a comfortable ride, responsive handling and decent refinement for a pickup.","In 181hp Warrior form with six speed manual gearbox, thereâs slightly harsh edge to road imperfections, and precisely, but ponderous gear shift surrounding core of a comfortable ride, responsive handling and decent refinement or a pickup.",0.9314516129032258
"She was developing her professional career gradually; in the very beginning 2006 she started to work in the Nis city administration; at first, she worked as an associate in the Administration of Childrenâs Welfare, Social and Primary Health Care, then as a senior associate in the Department for the City Assembly Affairs, whereas, since 2012, she worked as the executive assistant at the Mayorâs offiec.","She was developing her professional career gradually; in the very beginning, i.e. in 2006, she started to work in the Nis City Administration. At first, she worked as an associate in the Administration of Childrenâs Welfare, Social and Primary Health Care, then as a senior associate in the Department for the City Assembly Affairs, whereas, since 2012, she worked as the Executive Assistant at the Mayorâs Office.","She was developing her professional career gradually; in the very beginning 2006 she started to work in the Nis city administration; at first, she worked as an associate in the Administration of Childrenâs Welfare, Social and Primary Health Care, then as a senior associate in the Department for the City Assembly Affairs.",0.7607655502392344
"Hopefully, residents get some evidnece on camera so that carefully.","Hopefully, the residents will get some evidence on camera.","Hopefully, residents get some evidnece on camera so that carefully.",0.5671641791044777
"I let the tears slide down my face, took my time to wipe them off hurriedly, not ashamed.","I let the tears slide down my face, took my time to wipe them, not hurriedly, not ashamed.","I let the tears slide down my face, took my time to wipe them off hurriedly, not ashamed.",0.9555555555555556
"They're density quantity are 3.6g/cm3, just half of iron and steel, greatly reduce the equipment load.","Its density is 3.6g/cm3, just half of iron and steel, which greatly reduces the equipment load.","They're density quantity is 3.6g/cm3, just half of iron and steel, greatly reduce the equipment load.",0.7722772277227723
"The first English Translation was done by John Wycliff Jn 20: 19 Therefore when it was even in day of [Therefore when even tided was in that day], [in] one of the sabbaths, and the gates were close, where the disciples was gathered, for dread of the Jews, Jesus came, and stood in the middle of the disciples, and he saith to them Peace to you [and said to them, Peace be to you].","The first English Translation was done by John Wycliff Jn 20: 19 Therefore when it was even in that day [Therefore when eventide was in that day], [in] one of the sabbaths, and the gates were shut, where the disciples were gathered, for dread of the Jews, Jesus came, and stood in the middle of the disciples, and he saith to them, Peace to you [and said to them, Peace be to you].","The first English Translation was done by John Wycliff Jn 20: 19 Therefore when it was even in the day of [Therefore when even tided was in that day], [in] one of the sabbaths, and the gates were close, where the disciples were gathered,",0.5774278215223096
I am happy to see camera been find and returned certificate that I am sure as the person she will be forever grateful.,"I am happy to see a camera being found and returned, I am sure the person will be forever grateful.",I am happy to see camera been found and returned certificate that I am sure as the person she will be forever grateful.,0.7647058823529411
We've started with last yearâs report and we looked at where we need to can add interactivity to enhance the document.,"We started with last yearâs report, and looked at where we can add interactivity to enhance the document.",We've started with last yearâs report and we looked at where we need to add interactivity to enhance the document.,0.8596491228070176
