input,output,output_predicted,similarity_score
"No've You've finished reading an article on This Is Top 10 modern home library design ideas and organization, Read Now and many articles about modern home in our blogs, let you read it.And url link of this article https://eyjamasliza.blogspot.com/2016/08/this-is-top-10-modern-home-library.html Hopefully discussion articles on could be useful and provide more knowledge for your life and family.","No've You've finished reading an article on This Is Top 10 modern home library design ideas and organization, Read Now and many articles about modern home in our blog this, please read it. and url link of this article is https://eyjamasliza.blogspot.com/2016/08/this-is-top-10-modern-home-library.html Hopefully discussion articles on could be useful and provide more knowledge for your life and family.","No. You've finished reading an article on This Is Top 10 Modern Home Library Design Ideas and Organization, Read Now and many articles about modern home in our blogs, let you read it. And url link of this article https://eyjamasliza.blogspot.com/2016",0.5831265508684864
Unite has saied that two weeks working and in particular 2/3 pattern will ensure better work/life balance and improve the health and wellbeing of those on it.,Unite has said that two weeks working and in particular 2/3 pattern will ensure better work/life balance and improve the health and well being of those on it.,Unite has stated that two weeks working and in particular 2/3 pattern will ensure better work/life balance and improve the health and wellbeing of those on it.,0.9748427672955975
"This place of beauty and wellbeing, MICHELLES BEAUTY ON QUESTIONMARK in Clovelly will make you dive in PAYOT Universe with signature treatment and massage techniques.","This place of beauty and well-being, MICHELLES BEAUTY ON QUESTIONMARK in Clovelly will make you dive in the PAYOT universe with signature treatments and massage techniques.","This place of beauty and wellbeing, MICHELLES BEAUTY ON QUESTIONMARK in Clovelly will make you dive into PAYOT Universe with signature treatments and massage techniques.",0.9709302325581395
As part of the largest real estate brand in the world we have an extensive network of national and international agencies who referring buyers to ourselves.,As part of the largest real estate brand in the world we have an extensive network of national and international agencies who refer buyers to us.,As part of the largest real estate brand in the world we have an extensive network of national and international agencies who refer buyers to us.,1.0
I grabbed percep of hexadecimal value of colour from the swatch in InDesign.,I grabbed the hexadecimal value of the colour from the swatch in InDesign.,I grabbed the hexadecimal value of colour from the swatch in InDesign.,0.9459459459459459
"No.1022.002 ORIGINAL JURISDICTION FOR GUARDIANSHIP PROCEEDINGS. (a) In a county of which there is no statutory probate court or county court at law exercising original probate jurisdiction, The county court has original jurisdiction of guardianship proceedings.","Sec. 1022.002. ORIGINAL JURISDICTION FOR GUARDIANSHIP PROCEEDINGS. (a) In a county in which there is no statutory probate court or county court at law exercising original probate jurisdiction, the county court has original jurisdiction of guardianship proceedings.","No.1022.002 ORIGINAL JURISDICTION FOR GUARDIANSHIP PROCEEDINGS. (a) In a county of which there is no statutory probate court or county court at law exercising original probate jurisdiction, The county court has original jurisdiction of guard",0.8939393939393939
Watch you thousands of video by our members and book out the performers you like.,Watch thousands of videos added by our members and book the performers you like.,Watch thousands of videos by our members and book out the performers you like.,0.875
What are you responsible for in Future Finance?,What are you responsible for at Future Finance?,What are you responsible for in Future Finance?,0.9574468085106383
"Unlike last year, this time Scotson has part of a strong BMC line-up for 185.6km championship raced.","Unlike last year, this time Scotson is part of a strong BMC line-up for the 185.6km championship race.","Unlike last year, Scotson is part of a strong BMC line-up for the 185.6km championship race.",0.9019607843137255
Please noute that the software and operate system was used is excel for windows and isnt suitable for excel for Mac.,Please note that the software and operating system used is Excel for Windows and is not suitable for Excel for Mac.,Please note that the software and operating system used is excel for windows and isn't suitable for excel for Mac.,0.9565217391304348
"Williamsburg runners finished the top three mentâs womenâs place at last Saturdayâs nine annual Run for the Arc 5K, which held at Williamsburg Landing.","Williamsburg runners swept the top three menâs and womenâs places at last Saturdayâs ninth annual Run for the Arc 5K, which was held at Williamsburg Landing.","Williamsburg runners finished the top three in womenâs place at last Saturdayâs nine annual Run for the Arc 5K, which held at Williamsburg Landing.",0.8282208588957055
The Church is called to be witness to the vision of what Godâs kingdom will be like and a participant in emerging to bring it to completion.,Church is called to be witness to the vision of what Godâs kingdom will be like and a participant in helping to bring it to completion.,The Church is called to be a witness to the vision of what Godâs kingdom will be like and a participant in emerging to bring it to completion.,0.9154929577464789
"Every time I see another patient who has elevated blood glucose, pre-diabetes, or a new diabetic, I will be floored when they tell me that they believe they eat a very healty diet.","Every time I see another patient who has elevated blood glucose, pre-diabetes, or a new diabetic, I am floored when they tell me that they believe they eat a very healthy diet.","Every time I see another patient who has elevated blood glucose, pre-diabetes, or a new diabetic, I will be floored when they tell me that they believe they eat a very healthy diet.",0.9613259668508287
